,userid,payorder,general_isgroup,paid,state,买手入驻申请,入驻,分享有奖,拼团详情,火球买手
457,5acff17ec65e2e166305ac85,1,,,,,,,,
458,5acfd00d129734151728e97e,0,,,,,,,,
459,5ad0893c2d0c2a2e3fdd3fe3,1,,,,,,,,
460,5ad015682d0c2a2e3fc3a13c,0,,,,,,,,
461,5ad05bd564fc0b48484e2de9,0,,,,,,,,
462,5ad008edb96dcb3959f43623,0,,,,,,,,
463,5ad0c59eecfb9e2e3a30b649,0,,,,,,,,
464,5ad0106f3e75236a019a6166,0,,,,,,,,
465,5ad0a6196b4d03488ae5164b,0,,,,,,,,
466,5ad0d1c2897de54763a113f7,0,,,,,,,,
467,5ad01bfae1eefe4896f12221,1,,,,,,,,
468,5ad03562f4edea6f044c6341,1,,,,,,,,
469,5ad0d024450fbc6efeec6fcf,0,,,,,,,,
470,5ad00afb331a0b15f483cff7,0,,,,,,,,
471,5acf8535331a0b15f477ba72,0,,,,,,,,
472,5ad0a8f3d0d3372f536d3b08,0,,,,,,,,
473,5ad0d0ff2862a62f3480b98c,0,,,,,,,,
474,5ad012549cf679386362990c,0,,,,,,,,
475,5ad090e72d0c2a2e3fded102,0,,,,,,,,
476,5ad038db22defc47ea205c18,0,,,,,,,,
477,5ad076bc6b4d03488adad41f,0,,,,,,,,
478,5ad02255450fbc6efec54be0,1,,,,,,,,
479,5ad0b77b2862a62f347a1337,0,,,,,,,,
480,5ad0908c450fbc6efedd21a3,0,,,,0.0,0.0,0.0,0.0,1.0
481,5ad0630dd0d3372f535e1d17,1,,,,,,,,
482,5ad0b7ece1eefe489613f77d,1,,,,,,,,
483,5ad0737fbf06f46f0981168c,0,,,,,,,,
484,5ad05d0a2dbd85702a9d3856,1,,,,,,,,
485,5ad028d8b54aae483e3e8e5f,1,5ad028d8b54aae483e3e8e5f,True,cancelled,0.0,0.0,0.0,3.0,0.0
486,5ad028d8b54aae483e3e8e5f,1,5ad028d8b54aae483e3e8e5f,True,cancelled,0.0,0.0,0.0,3.0,0.0
487,5ad0a8712dbd85702aad44f6,0,,,,,,,,
488,5ad0d12c2862a62f3480bf60,0,,,,,,,,
489,5ad0c3352e6b536f0f412c03,0,,,,,,,,
490,5ad06d050a6fa92f888e9a92,0,,,,,,,,
491,5acff2bf3ed3c3164757d096,0,,,,,,,,
492,5ad09849b40344705729da81,0,,,,,,,,
493,5ad0c45dc077bc70098d89f7,0,,,,,,,,
494,5ad085b82dbd85702aa5d9bf,0,,,,,,,,
495,5ad066862862a62f3467f4a1,0,,,,,,,,
496,5ad03d001f0ca62f3b0b11f1,1,,,,,,,,
497,5ad07cd32e6b536f0f3106b6,0,,,,,,,,
498,5ace8a36b4ebfe4215f6cb78,1,,,,,,,,
499,5ad012bb6077d1151e9eb3b7,0,,,,,,,,
500,5ad076d164fc0b4848541cfc,0,,,,,,,,
501,5acfe68259c9413993a3821c,0,,,,,,,,
502,5acf87515f3ad56a06457fe0,0,,,,,,,,
503,5ad00138402a596ad57e59f9,0,,,,,,,,
504,5ad05365f716a5476988052e,1,,,,,,,,
505,5ad0bc8a450fbc6efee70c84,1,,,,,,,,
506,5ad06a6364fc0b4848516bfe,0,,,,,,,,
507,5ad07a7564fc0b484854ee41,0,,,,,,,,
508,5ad0b8d364fc0b484862f0c9,0,,,,,,,,
509,5ad0ccb2f716a54769a410a9,1,,,,,,,,
510,5ad0d3a1450fbc6efeed47bf,0,,,,,,,,
511,5ad096d42dbd85702aa96b4a,1,,,,,,,,
512,5ad02d6eecfb9e2e3a0ee4b1,0,,,,,,,,
513,5ad084feb54aae483e530e29,0,,,,,,,,
514,5acf73a6129734151721014d,0,,,,,,,,
515,5ad05b046b4d03488ad4a2d2,0,,,,0.0,0.0,3.0,0.0,0.0
516,5ad076cc2d0c2a2e3fd93604,0,,,,,,,,
517,5ad0a4bf2d0c2a2e3fe320fc,0,,,,,,,,
518,5ad000aec65e2e166308d983,0,,,,,,,,
519,5ad0cad12e6b536f0f434ac1,0,,,,,,,,
520,5ad0bd215fabdf47f022e483,0,,,,,,,,
521,5ad044cdc077bc700970fefe,0,,,,,,,,
522,5ad00268ac545f6b385b28d4,0,,,,,,,,
523,5ad0338264fc0b4848454707,1,,,,,,,,
524,5ad05f1d5fabdf47f00d60b6,0,,,,,,,,
525,5ad03b2d699cc62e4602618c,0,,,,,,,,
526,5ad041f76b4d03488acf1f26,0,,,,,,,,
527,5ad0b3f8699cc62e461cb1ec,0,,,,,,,,
528,5acffd9c243cbe6a8dd23139,0,,,,,,,,
529,5ad09cd5450fbc6efedfb87f,0,,,,,,,,
530,5acf945e402a596ad576ce2e,0,,,,,,,,
531,5ad043c5b54aae483e450330,0,,,,,,,,
532,599bc36a57cd912dfc826ee1,0,,,,,,,,
533,5ad02d28699cc62e46ff24bf,0,,,,,,,,
534,5ad0c7fd5fabdf47f025ec9b,0,,,,,,,,
535,5ad02beb2d0c2a2e3fc8b11a,0,,,,,,,,
536,5ad0c96ec077bc70098ef550,0,,,,,,,,
537,5ad08cbe2862a62f347060af,0,,,,,,,,
538,5ad03e0bb403447057166129,0,,,,,,,,
539,5ad06fc664fc0b4848528948,0,,,,,,,,
540,5acfeee1c65e2e166305278b,0,,,,,,,,
541,5acfeb40ac545f6b385697dd,0,,,,,,,,
542,5ad04c0a58f66b2e3483e9d1,0,,,,,,,,
543,5ad017c4b4034470570d5339,0,,,,,,,,
544,5ad046c36b4d03488ad01dd9,0,,,,,,,,
545,58d5cc05511e666ce3717b87,0,,,,,,,,
546,5ad0913db54aae483e55a22a,0,,,,,,,,
547,5acf86a39cf67938635515ce,0,,,,,,,,
548,5acff5cd5f081c394da2e6ee,0,,,,,,,,
549,5ad09232897de54763918c1c,0,,,,,,,,
550,5ad05e03c077bc700976685e,0,,,,,,,,
551,5a7db37112b42f2425e9451f,0,,,,,,,,
552,5ad0af9f2862a62f347814ff,0,,,,,,,,
553,5ad01374b54aae483e395aa7,0,,,,0.0,0.0,1.0,0.0,0.0
554,5ad0a6fe2d0c2a2e3fe39d8f,0,,,,,,,,
555,5ad07027ecfb9e2e3a1d4588,1,,,,,,,,
556,5ad0a429b4034470572c7a74,0,,,,,,,,
557,5ad06623699cc62e460be024,0,,,,,,,,
558,5ad004193b855b6ae1e72aaa,0,,,,,,,,
559,5ad04af258f66b2e3483ab80,0,,,,,,,,
560,5ad099506b4d03488ae24314,0,,,,,,,,
561,5acf8aa81198a23857424899,0,,,,,,,,
562,5ad0cbb5699cc62e4622d260,0,,,,,,,,
563,58db89c3ef6fb02e7a117621,0,,,,,,,,
564,5ad0632c2d0c2a2e3fd4f5ae,0,,,,,,,,
565,5ad010ef0d39e8150cb1b357,1,,,,,,,,
566,5ad0595cc077bc70097568c3,0,,,,,,,,
567,5acfecd9243cbe6a8dcef738,0,,,,,,,,
568,5ad049271f0ca62f3b0dcb5b,0,,,,,,,,
569,5ad06e59d0d3372f53608db3,0,,,,,,,,
570,5ad0b123c077bc7009887d0c,0,,,,,,,,
571,5ad01dd5f4edea6f0446d3f7,1,,,,,,,,
572,5acf83881f97433851b4c37c,0,,,,,,,,
573,5ad04b7a2e6b536f0f266cf1,0,,,,,,,,
574,5acf87f53ed3c3164751a413,0,,,,,,,,
575,5ad01c8c2dbd85702a8e9eb0,0,,,,0.0,0.0,1.0,0.0,0.0
576,5acff84859c9413993a6755f,0,,,,,,,,
577,5ad06cdb897de5476389761b,0,,,,,,,,
578,58d662fe6130ad6ce92c409f,0,,,,,,,,
579,5ad000258471893981b4aaa9,1,,,,,,,,
580,5ad057ebb54aae483e494be1,0,,,,,,,,
581,5ad0b6c62e6b536f0f3ddaa6,0,,,,,,,,
582,5ad0559964fc0b48484ce28c,0,,,,,,,,
583,5ad0d307b31aaa7021d08776,0,,,,,,,,
584,5ad069cc2862a62f3468b333,0,,,,,,,,
585,5ad0329a450fbc6efec90719,0,,,,,,,,
586,5ad0cc62b54aae483e641a77,0,,,,,,,,
587,5ad09804897de5476392e26c,0,,,,,,,,
588,5ad030a10a6fa92f88814aba,0,,,,,,,,
589,5ad0ad00b54aae483e5be35a,1,,,,,,,,
590,5acf8bdb331a0b15f478e6d0,0,,,,,,,,
591,5ad0ce73b31aaa7021cf69ff,0,,,,,,,,
592,5ad0c3422862a62f347d1e01,0,,,,,,,,
593,5ad0a6f758f66b2e34976701,0,,,,,,,,
594,5ad00c338471893981b74d5d,0,,,,,,,,
595,5acfffb69cf67938635e5ea7,0,,,,,,,,
596,5ad05cd91f0ca62f3b11ea43,0,,,,,,,,
597,5ad07fc6897de547638da3ff,1,,,,,,,,
598,5ad0034a606d0c6b2d121fbc,0,,,,,,,,
599,5ad0142022defc47ea17c0ba,0,,,,,,,,
600,5ad0a15b6b4d03488ae406a4,1,,,,,,,,
601,5ad0a12a58f66b2e34960f84,0,,,,,,,,
602,5ad026262e6b536f0f1de338,0,,,,,,,,
603,5acf8bad129734151726883b,0,,,,,,,,
604,5ad07318897de547638ad2ca,0,,,,,,,,
605,5ad06a1864fc0b48485159a5,1,,,,,,,,
606,5ad05ccb22defc47ea27fa69,0,,,,,,,,
607,5ad04501450fbc6efecd4e4c,0,,,,,,,,
608,5ad07b00b403447057237172,0,,,,,,,,
609,5ad07820f4edea6f045b1539,0,,,,,,,,
610,5ad0a19be1eefe48960ea556,0,,,,,,,,
611,5ad08f97bf06f46f09875de5,1,,,,0.0,0.0,3.0,0.0,1.0
612,5acf83b63e75236a018d2fff,0,,,,,,,,
613,5ad0a989b54aae483e5b17d1,0,,,,0.0,1.0,0.0,0.0,0.0
614,5ad0642cb31aaa7021b67309,0,,,,,,,,
615,5ad095d1450fbc6efede3287,0,,,,,,,,
616,5ad073c1d0d3372f5361b508,0,,,,,,,,
617,5ad02cdb2d0c2a2e3fc8e95a,0,,,,,,,,
618,5ad044282dbd85702a97dbe1,0,,,,,,,,
619,5ad065b422defc47ea29da73,0,,,,0.0,0.0,2.0,0.0,0.0
620,5ad077d4897de547638be001,0,,,,,,,,
621,5acf979b606d0c6b2d0a0cb0,0,,,,,,,,
622,5a14e57d60260f404c41f98f,1,5a14e57d60260f404c41f98f,False,cancelled,,,,,
623,5a14e57d60260f404c41f98f,1,5a14e57d60260f404c41f98f,True,delivered,,,,,
624,5ad069dc6b4d03488ad7e4c6,0,,,,,,,,
625,5ad060d1d0d3372f535d9708,0,,,,,,,,
626,5ad0aa5ac077bc700986eabf,0,,,,,,,,
627,5ad019d8f4edea6f0445d979,0,,,,,,,,
628,5aceb5160a2d2d42101f85fe,1,,,,,,,,
629,5ad01279331a0b15f4857a85,0,,,,,,,,
630,5ad09695699cc62e46163192,1,,,,,,,,
631,5ad05d81bf06f46f097c5ac6,0,,,,,,,,
632,5ad00b7b59c9413993aadf33,0,,,,,,,,
633,5ad077a4b31aaa7021baaf46,0,,,,,,,,
634,5ad0bef0f716a54769a04be1,0,,,,,,,,
635,5ad077a6f4edea6f045af232,0,,,,,,,,
636,5acf83589cf6793863548124,0,,,,,,,,
637,5ad09b6d6b4d03488ae2ac09,0,,,,,,,,
638,5acffafa243cbe6a8dd19f43,0,,,,,,,,
639,5ad0a80ee1eefe4896101d17,0,,,,,,,,
640,5ad049fa6b4d03488ad0e972,0,,,,,,,,
641,5ad04d420a6fa92f8887b652,0,,,,,,,,
642,5ad06dbebf06f46f097fb62b,0,,,,,,,,
643,58d28cf2506e1c3636f96c29,0,,,,0.0,0.0,0.0,0.0,2.0
644,5acff4448471893981b247b2,0,,,,,,,,
645,5ad027f9b40344705711323b,1,,,,,,,,
646,5ad067cd699cc62e460c32cd,0,,,,,,,,
647,5ad0aadfb4034470572e0d1b,0,,,,,,,,
648,5ad02e2264fc0b484843ff51,0,,,,,,,,
649,5acfe555402a596ad5796fc3,0,,,,,,,,
650,5ad0a7f7ecfb9e2e3a2930c4,0,,,,,,,,
651,5ad0b37e58f66b2e349a4fe0,0,,,,,,,,
652,5acff8f659c9413993a69716,0,,,,,,,,
653,5ad05109f4edea6f0452ad31,0,,,,,,,,
654,5ad01649ecfb9e2e3a098c59,0,,,,,,,,
655,5ad02b81699cc62e46fecc22,0,,,,,,,,
656,5ad02da364fc0b484843e4f1,0,,,,,,,,
657,5acf8f2b331a0b15f47950b2,0,,,,,,,,
658,5ad0044e606d0c6b2d1252b6,0,,,,,,,,
659,5920275c4aa6722b1dd8ddfe,0,,,,,,,,
660,5ad0a92964fc0b48485f2929,0,,,,,,,,
661,5ad0962558f66b2e34939048,0,,,,,,,,
662,5ad04dfac077bc700973104a,0,,,,,,,,
663,5acf88609cf6793863556d81,0,,,,,,,,
664,5ad08b5fe1eefe489609f56c,0,,,,,,,,
665,5ad090d2e1eefe48960b1a13,0,,,,,,,,
666,5ad0bbd0699cc62e461e8b08,0,,,,,,,,
667,5ac375b95847b463828a42d7,1,,,,,,,,
668,5acfe4180d39e8150ca8ee88,0,,,,0.0,0.0,0.0,0.0,1.0
669,5acf921d12973415172741b1,0,,,,,,,,
670,5ad04685ecfb9e2e3a145f80,0,,,,,,,,
671,5acf828c5f081c394d9b1a15,0,,,,,,,,
672,5acfa475b96dcb3959eb87d5,0,,,,,,,,
673,5ad0901c22defc47ea33217f,0,,,,,,,,
674,5acfa3eaac545f6b3853e9db,0,,,,,,,,
675,5ad02d88699cc62e46ff3760,1,,,,,,,,
676,5ad021dd58f66b2e347a1657,0,,,,,,,,
677,5ad09f0a699cc62e4617fcab,1,,,,,,,,
678,5ad04b8722defc47ea2458d3,0,,,,,,,,
679,5ad02f6458f66b2e347d5093,0,,,,0.0,0.0,1.0,0.0,1.0
680,5ad0744a0a6fa92f889040da,0,,,,,,,,
681,5ad0bf6d58f66b2e349d5538,0,,,,,,,,
682,5ad03dd0897de547637f8d2e,0,,,,,,,,
683,5ad094751f0ca62f3b1df448,0,,,,,,,,
684,5ad056f4e1eefe4896febec9,0,,,,,,,,
685,5ad01ead2e6b536f0f1c33e9,0,,,,,,,,
686,5ad076a02e6b536f0f2f8318,1,,,,,,,,
687,5ad0d081450fbc6efeec898b,0,,,,,,,,
688,5ad05939b54aae483e49951d,0,,,,,,,,
689,5acf95da0d39e8150ca68cda,0,,,,,,,,
690,5ad0451d2e6b536f0f25024c,0,,,,,,,,
691,5ad078fa5fabdf47f0131d25,1,,,,,,,,
692,5ad0b19af716a547699cdd15,0,,,,,,,,
693,5ad015566b4d03488ac49de0,0,,,,,,,,
694,5ad014dff716a5476979bfd5,0,,,,,,,,
695,5ad005f3331a0b15f482ae27,0,,,,,,,,
696,5ad00529402a596ad57f2e59,0,,,,,,,,
697,5ad044b56b4d03488acfb2a8,0,,,,,,,,
698,5acff0c98471893981b1a755,0,,,,,,,,
699,5ad05c5b22defc47ea27e3ca,0,,,,,,,,
700,5acfeb57606d0c6b2d0d7674,0,,,,,,,,
701,5ad013c42d0c2a2e3fc3326a,0,,,,,,,,
702,5ad04ffb450fbc6efecf9879,0,,,,,,,,
703,5ad0072b243cbe6a8dd439e0,0,,,,,,,,
704,5acf874c9cf6793863553c06,0,,,,,,,,
705,5ad05d93e1eefe4896002a6a,0,,,,,,,,
706,5ad083ceb31aaa7021bd5583,0,,,,,,,,
707,5ad0b0406b4d03488ae75fad,0,,,,,,,,
708,5ad06a2d58f66b2e348a45d1,0,,,,0.0,0.0,0.0,0.0,1.0
709,5acf92708471893981ad3f7f,0,,,,,,,,
710,5aa0c841687c0f739d6f5ff4,0,,,,,,,,
711,5ad04fae2d0c2a2e3fd0d181,0,,,,,,,,
712,5ad0bf99b31aaa7021cb523f,0,,,,,,,,
713,5ad093522862a62f3471bcd8,0,,,,,,,,
714,5acff5689cf67938635c2d3b,0,,,,,,,,
715,5ad01d16f4edea6f0446aab5,0,,,,,,,,
716,5acfed603b855b6ae1e281f5,0,,,,,,,,
717,5ad0201b0a6fa92f887d78ab,0,,,,,,,,
718,5acf92911198a23857432599,0,,,,,,,,
719,5ad07b37b31aaa7021bb80d8,0,,,,,,,,
720,5ad0398a2862a62f345e992b,0,,,,,,,,
721,5ad015cc2d0c2a2e3fc3b014,0,,,,,,,,
722,5acff2d83e75236a01940823,0,,,,,,,,
723,5ad024c264fc0b484841eafd,0,,,,,,,,
724,5ad0939de1eefe48960bafdd,0,,,,,,,,
725,5ad08b3a450fbc6efedc0f30,0,,,,,,,,
726,5ad0a4f058f66b2e3496f212,0,,,,,,,,
727,5ad0caef897de547639f5fe6,0,,,,,,,,
728,5ad016ca699cc62e46f9ee97,0,,,,,,,,
729,5ad0201ad0d3372f534f549d,0,,,,0.0,0.0,1.0,0.0,0.0
730,5ad0364964fc0b484845eb1a,0,,,,,,,,
731,5ad012578e3ce21657246046,0,,,,,,,,
732,5ad03617d0d3372f5354540a,0,,,,,,,,
733,5ad0c7c6b54aae483e62edcf,0,,,,,,,,
734,5ad0a6842e6b536f0f39e92f,0,,,,,,,,
735,5ad0c964c077bc70098ef3d0,0,,,,,,,,
736,5ad0835e64fc0b484856e441,1,,,,,,,,
737,5ad0b442bf06f46f098f9e97,0,,,,,,,,
738,5ad04750450fbc6efecddbf6,0,,,,,,,,
739,5ad05a01897de54763857b13,0,,,,,,,,
740,5ad095671f0ca62f3b1e26d7,1,,,,,,,,
741,5ad05ff4897de5476386aed5,0,,,,,,,,
742,5acf8285331a0b15f47726c5,1,,,,0.0,0.0,2.0,0.0,0.0
743,5acf8cabb96dcb3959e9deba,0,,,,,,,,
744,5ad0329b58f66b2e347e0f27,0,,,,,,,,
745,5ad0c5e02d0c2a2e3feb62c0,0,,,,,,,,
746,5ad09b8d0a6fa92f88989df5,0,,,,,,,,
747,5a914e56911b813db7f5b57b,0,,,,,,,,
748,5ad00e761f97433851c1e157,1,,,,,,,,
749,5ad005350d39e8150caf1332,0,,,,,,,,
750,5ad08ddef4edea6f045fe5bb,0,,,,,,,,
751,5ad0282458f66b2e347b98f2,0,,,,,,,,
752,5ad07553e1eefe4896053ce1,0,,,,,,,,
753,5ad0c2366b4d03488aebc50f,0,,,,,,,,
754,5ad0c63f0a6fa92f88a3095d,0,,,,,,,,
755,5ad02659f4edea6f0448dca9,1,,,,,,,,
756,5ad0b2e9b54aae483e5d36ef,0,,,,0.0,0.0,1.0,0.0,0.0
757,5ad0a3842dbd85702aac277d,0,,,,,,,,
758,5acf698f243cbe6a8dc1fe54,0,,,,,,,,
759,5ad05c4f5fabdf47f00cb7ab,0,,,,,,,,
760,5ad04febe1eefe4896fd4cbc,0,,,,,,,,
761,5ad0a8ca6b4d03488ae5b5b0,0,,,,,,,,
762,5ad05d3764fc0b48484e8169,0,,,,,,,,
763,5ad053fd897de54763843c52,0,,,,,,,,
764,5acff9bb3b855b6ae1e4ece6,0,,,,,,,,
765,5ad0b697c077bc700989d9fc,1,,,,,,,,
766,5ad057a6897de5476384f63f,0,,,,,,,,
767,5ad0573f58f66b2e3486470b,0,,,,,,,,
768,5ad0b4636b4d03488ae85c09,0,,,,,,,,
769,5ad03b32f4edea6f044dce84,0,,,,,,,,
770,5ad0b3de6b4d03488ae838e0,1,,,,,,,,
771,5ad0a9502d0c2a2e3fe41f71,0,,,,,,,,
772,5ad090772d0c2a2e3fdeba44,0,,,,,,,,
773,5ad0bb3df716a547699f47b8,0,,,,,,,,
774,5ad07eb9897de547638d6af1,0,,,,,,,,
775,5ad0b126d0d3372f536f1fba,1,,,,,,,,
776,5acf89bd3dd6406a87f3ded9,0,,,,,,,,
777,5acf52b23b855b6ae1cf9cf1,0,,,,,,,,
778,5ad07d3e1f0ca62f3b19095b,1,,,,,,,,
779,5ad0b3501f0ca62f3b24dbff,0,,,,,,,,
780,5acf994659c9413993a0fc81,0,,,,,,,,
781,5ad0b92cd0d3372f53714d84,0,,,,,,,,
782,5ad039f6ecfb9e2e3a11c140,0,,,,,,,,
783,5ad0a1910a6fa92f8899f692,0,,,,0.0,0.0,0.0,0.0,2.0
784,5acf8ac13b855b6ae1dda1e3,0,,,,,,,,
785,5ad0305f450fbc6efec87383,0,,,,,,,,
786,5ad09ad0bf06f46f0989bdc6,0,,,,,,,,
787,5ad0af1fb4034470572efe1c,0,,,,,,,,
788,5ad07158b31aaa7021b93fbe,0,,,,,,,,
789,5ad089ffd0d3372f53667af9,1,,,,,,,,
790,5ad076c5b31aaa7021ba78f6,0,,,,,,,,
791,5ad07bf6b31aaa7021bba411,0,,,,,,,,
792,5ad0b2eabf06f46f098f4d86,0,,,,,,,,
793,5ad0c279699cc62e462041d6,1,,,,,,,,
794,5acfe4623ed3c3164755b06b,0,,,,,,,,
795,5ad068bcf4edea6f0457d3d1,1,,,,0.0,0.0,2.0,0.0,0.0
796,5ad023bdecfb9e2e3a0ca1b1,0,,,,,,,,
797,5ad01d8e2862a62f34581532,0,,,,,,,,
798,5ad057fd5fabdf47f00bc8e6,0,,,,,,,,
799,5ad03b540a6fa92f8883f3b8,0,,,,,,,,
800,5ad034b8897de547637d6f5e,0,,,,,,,,
801,5ad08e332dbd85702aa7a5a9,0,,,,,,,,
802,5ad0a1e9450fbc6efee0bc9e,0,,,,,,,,
803,5ad03a950a6fa92f8883c337,0,,,,,,,,
804,5ad0a4bcb54aae483e5a10d6,0,,,,,,,,
805,5ad02db06b4d03488aca3c37,0,,,,,,,,
806,5ad076662dbd85702aa292b7,0,,,,,,,,
807,5ad04a57f716a54769861cc6,1,,,,,,,,
808,5ad04f832dbd85702a9a6cb5,0,,,,,,,,
809,5ad0babcc077bc70098ae8f4,0,,,,,,,,
810,5acf97bd3dd6406a87f53acf,0,,,,,,,,
811,5ad0a7ad5fabdf47f01d71e2,0,,,,,,,,
812,5ad037e8ecfb9e2e3a11403c,0,,,,,,,,
813,5ad03a041f0ca62f3b0a78b8,1,,,,,,,,
814,5acf9ba2606d0c6b2d0a4b5a,0,,,,,,,,
815,5ad0813fb54aae483e524f0a,0,,,,,,,,
816,5ad048492862a62f3461ae92,0,,,,,,,,
817,5acf856f5f3ad56a06451880,0,,,,0.0,0.0,3.0,0.0,0.0
818,5ad085610a6fa92f8893f370,0,,,,,,,,
819,5ad0b796699cc62e461d8aeb,0,,,,,,,,
820,5ad0b56c2862a62f347981ba,0,,,,,,,,
821,5ad07555e1eefe4896053cf0,0,,,,,,,,
822,5ad0945464fc0b48485a8737,0,,,,,,,,
823,5acff00a6077d1151e9723f5,0,,,,,,,,
824,5ad04fd46b4d03488ad22fff,0,,,,,,,,
825,5ad018d3450fbc6efec3191b,0,,,,,,,,
826,5acfe7633ed3c3164756125d,1,,,,,,,,
827,5ad0045d0f015e1511cfa0b8,0,,,,,,,,
828,5aa0ba12e2ec3b63392631a4,0,,,,,,,,
829,5acfa126402a596ad5776cd4,0,,,,,,,,
830,5ad0bc37450fbc6efee6f7b6,0,,,,,,,,
831,5ad00db41f97433851c1b45f,0,,,,,,,,
832,5ad08715b54aae483e5382e6,0,,,,,,,,
833,5ad0ca8fd0d3372f537603cf,1,,,,,,,,
834,5ad02494e1eefe4896f32d57,0,,,,,,,,
835,5ad0271622defc47ea1c5c5d,0,,,,,,,,
836,5ad06fcd2862a62f346a0644,0,,,,,,,,
837,5ad03776b31aaa7021ac9960,0,,,,,,,,
838,5ad00c6559c9413993ab177c,1,,,,,,,,
839,5ad09a7eb31aaa7021c234a2,0,,,,,,,,
840,5ad01cb0897de5476377c54b,0,,,,,,,,
841,5ad001a03e75236a01971b53,0,,,,,,,,
842,5ad06f1f450fbc6efed623d6,0,,,,,,,,
843,5ad02de0b54aae483e3fc4f1,0,,,,,,,,
844,5ad023242d0c2a2e3fc6b67c,0,,,,,,,,
845,58dc71d1b037a52f8b7818a7,0,,,,,,,,
846,5ad0a34e450fbc6efee107ef,0,,,,,,,,
847,5ad0bca5b54aae483e5fc38e,0,,,,,,,,
848,5ad06c75897de54763895ae1,1,,,,,,,,
849,5ad0a6fd1f0ca62f3b21f1a3,0,,,,,,,,
850,5ad0687122defc47ea2a7ef8,1,,,,,,,,
851,5ad0b0652e6b536f0f3c460c,0,,,,,,,,
852,5ad06527b4034470571e9bb3,0,,,,,,,,
853,5ad092f06b4d03488ae0e2bd,0,,,,,,,,
854,5ad0094f331a0b15f4836919,0,,,,,,,,
855,5ad04f9d897de54763835bdd,1,,,,0.0,0.0,2.0,0.0,3.0
856,5ad0b7c7b54aae483e5e84c3,0,,,,,,,,
857,5ad07db6d0d3372f5363d6c3,1,,,,,,,,
858,5acfef799cf67938635b179d,0,,,,,,,,
859,5ad0a42df716a54769999cdf,0,,,,,,,,
860,5acf97f18e3ce216571907b6,0,,,,0.0,0.0,1.0,0.0,1.0
861,5ad0438de1eefe4896faaf26,0,,,,,,,,
862,5ad07b71e1eefe4896069547,0,,,,,,,,
863,5ad07f402dbd85702aa4801b,0,,,,,,,,
864,5ad03529f4edea6f044c5358,0,,,,,,,,
865,5ad07da4bf06f46f09838a2d,0,,,,,,,,
866,5ab71812238645746de0f3e5,1,,,,0.0,0.0,26.0,0.0,0.0
867,5ad09c6a897de5476393d5da,1,,,,,,,,
868,5ad0a3be0a6fa92f889a7507,0,,,,,,,,
869,5ad01d2b699cc62e46fb6fd1,0,,,,,,,,
870,5ad014d02d0c2a2e3fc373f2,0,,,,,,,,
871,58d6a05f511e666ce3733908,0,,,,,,,,
872,5ad05d0decfb9e2e3a19284d,0,,,,,,,,
873,5acfe7093ed3c3164756065b,0,,,,,,,,
874,5ad09f9e450fbc6efee04447,0,,,,,,,,
875,5ad0b940b40344705731773e,0,,,,,,,,
876,5ad0a8dd58f66b2e3497d3e9,0,,,,,,,,
877,5ad0ba94c077bc70098adf22,0,,,,,,,,
878,5ad084e8f716a5476992db76,0,,,,,,,,
879,5ad077c564fc0b4848545beb,0,,,,,,,,
880,5ad002530d39e8150cae598a,1,,,,,,,,
881,5ad0663bc077bc700978292c,0,,,,,,,,
882,5ad0ceb70a6fa92f88a54e3f,0,,,,,,,,
883,5acfa05d402a596ad5776aa5,0,,,,,,,,
884,5ad00d740d39e8150cb0e2f7,0,,,,,,,,
885,5ad07cc02862a62f346ce134,0,,,,,,,,
886,5acff9b96077d1151e9914af,0,,,,,,,,
887,5ad0447d0a6fa92f8885e303,0,,,,,,,,
888,5ad033022dbd85702a93d07c,0,,,,,,,,
889,5ad03c7a450fbc6efecb63d5,0,,,,,,,,
890,5acffd71ac545f6b3859f70f,0,,,,,,,,
891,5ad039c0897de547637eaa5c,1,,,,0.0,0.0,1.0,0.0,0.0
892,5ad019ffd0d3372f534ddb48,0,,,,,,,,
893,5acfd9f49cf679386358b143,0,,,,,,,,
894,5ad0b61cbf06f46f0990171b,0,,,,0.0,0.0,1.0,0.0,0.0
895,5ad091581f0ca62f3b1d4316,0,,,,,,,,
896,5ad0aef5bf06f46f098e418a,1,,,,,,,,
897,5ad021f1bf06f46f096f1245,0,,,,,,,,
898,5ad0cf7f0a6fa92f88a58088,0,,,,,,,,
899,5ad0b763c077bc70098a0a11,1,,,,,,,,
900,5ad04bfa6b4d03488ad15d2c,0,,,,,,,,
901,5ad076a92d0c2a2e3fd93169,0,,,,,,,,
902,5ad06fd46b4d03488ad94160,0,,,,,,,,
903,5acf77105f3ad56a06418ed5,0,,,,,,,,
904,5ad0b592ecfb9e2e3a2c751d,0,,,,,,,,
905,5ad04c2eecfb9e2e3a15b27f,1,,,,,,,,
906,5aa61b158e914b791cbe863f,0,,,,,,,,
907,5ad01eac2d0c2a2e3fc5b930,0,,,,,,,,
908,5ad06aba2dbd85702aa003e5,0,,,,,,,,
909,5ad0c5ba6b4d03488aecd774,0,,,,,,,,
910,5987369ef4acdf7ffc4c3b24,0,,,,,,,,
911,5ad075742dbd85702aa259ec,0,,,,,,,,
912,5ad00598ac545f6b385bd974,0,,,,,,,,
913,5ad0716522defc47ea2c946b,0,,,,,,,,
914,5ad08b9022defc47ea321c0e,0,,,,,,,,
