,userid,y
1835,5ad7f9da9a0eb951e3062834,1
1836,5ad1a60bb31aaa7021ecf1b2,0
1837,5ad8936699cd782e23b37b3d,0
1838,5ad0d508f716a54769a62033,0
1839,5ad1fff5d0d3372f53a72998,0
1840,5ad4ad4b32f96338e4984f76,1
1841,5ad5871f383e28760edac533,0
1842,5ad4b33c0ab72e2001f0f27e,0
1843,5ad75feed31cef1c6d7651db,0
1844,5ad4351efdc9956fd2abcd44,0
1845,5ad53f22fcf4af395579fca9,1
1846,5ad8831299833e56052835cc,0
1847,5ad6225e877bb10eb1278265,0
1848,5ad70b4e6473c702c894723d,1
1849,5ad28751b54aae483ea3ff06,0
1850,5ad86c84fef42f2ef0d1106b,1
1851,5ad4622753dcab1b57587a96,0
1852,5ad6ffc3d79ce5362bb693ff,0
1853,5ad9e9458035845523f5fa77,0
1854,5ad1eb46d0d3372f53a2a417,0
1855,5ad5978d1ac46a484ed9f2fa,1
1856,5ad1ffbbb54aae483e94c9ff,0
1857,5ad62b102df6e90d87463372,0
1858,5ad7378086ada21d685f4abc,0
1859,5ad304beb54aae483ebcfc77,1
1860,5ad92c8bf02a222eeb5be94f,0
1861,5ad74bddf729e13ec37a4084,1
1862,5ad99569fdb0032d7bbbddd2,0
1863,5ad6ce166473c702c8858d77,0
1864,5ad200052862a62f34b08353,0
1865,5ad37bfd2e6b536f0fb92e50,0
1866,5ad2bef32862a62f34c96ed0,1
1867,5ad0d55a897de54763a1e946,0
1868,5ad8bf168035845523c1c3d7,1
1869,5ad5ff59b05c0a0ee6f2bd6e,1
1870,5ad94701fffa605511b37809,1
1871,5ad2c02bd0d3372f53c04a25,0
1872,5ad8a751ed624f2d7579323e,0
1873,5ad0001cb96dcb3959f2344c,0
1874,5ad587603bc1c07702db6bc7,0
1875,5ad414aa58f66b2e3426b79e,0
1876,5ad9c690d5b3a9561656a769,0
1877,5ad43cec6b09d27e20538b71,0
1878,5ad4ad8ea7ee6338afce64c8,1
1879,5ad75a330a35f31d812c8ff2,0
1880,5ad4da3d5adedb377d6ca5b9,1
1881,5ad56b7b62c14b557aa93aec,0
1882,5ad4cc17b853551fbb72c139,1
1883,5ad0a8dd58f66b2e3497d3e9,0
1884,5ad2283922defc47ea7cf25f,0
1885,5ad7697386ada21d686d9ffb,0
1886,5ad8601dc2639b2dd9e1ed82,0
1887,5ad5bfb865962201ed0f74ab,0
1888,5ad04120450fbc6efecc6a34,1
1889,5ad02c915fabdf47f001f524,1
1890,5ad2150f2e6b536f0f79d988,0
1891,5ad7fe282b0a6e3f1780599b,1
1892,5ad1a064897de54763bc88ec,0
1893,5ad4a0dd4758411fdaf7e7a8,0
1894,5ad60248b05c0a0ee6f3c2ef,0
1895,5ad4be09c69ddd38937bbdf6,0
1896,5ad32e9264fc0b4848ca367b,0
1897,5ad9c511dc59da2dcbe1270b,1
1898,5ad7734d619cf01c742b0c9e,1
1899,5ad89b751cbf5f565ca5818f,1
1900,5ad4756b6b09d27e206083f5,0
1901,5ad717deb05c0a0ee6274bf2,0
1902,5ad98cc3c2639b2dd917494e,0
1903,5ad1440af4edea6f0478158e,0
1904,5ad5ffb09b89de032c19a1a1,0
1905,5ad8b8ffeaff502dc3dab986,0
1906,5ad17c781f0ca62f3b4049c3,1
1907,5ad4104ec077bc700915ae94,1
1908,5ad9a7f41cbf5f565cd4cc52,1
1909,5ad4752f59dae01b8b023d0a,0
1910,5ad191aa22defc47ea5bdd8e,0
1911,5ad5cc5cafde0a35f0a78587,1
1912,5ad6f57e30fd0234a1aaf305,0
1913,5ad7fdae0a35f31d8141f32c,0
1914,5ad75e4318a1443f74f1dcb1,0
1915,5ad9c45ef02a222eeb7ffde7,0
1916,5ad5862f81b4b80698c8bef4,0
1917,5ad6a67a9f89e503266265ed,0
1918,5ad2f497bf06f46f09ec6739,0
1919,5ad096a02d0c2a2e3fe01f28,0
1920,5ad3718558f66b2e34132e52,0
1921,5ad76e711c5e4151a39e9a8e,0
1922,5ad57488728a24547abb32d6,0
1923,5ad1c5792862a62f34a41091,1
1924,5ad601f31af2a10286bafb13,0
1925,5ad1839b1f0ca62f3b41e4e7,0
1926,5ad237a7b54aae483ea13dd4,0
1927,5ad9df67b7252e2deead613f,1
1928,5ad5c0f18819f102818e1ba8,1
1929,5ada047dea15f22e1d6e3315,0
1930,5ad6b93ee997750d7b2976e8,0
1931,5ada08b899833e5605762080,0
1932,5ad733c0d31cef1c6d6a10b8,0
1933,5ad0c0360a6fa92f88a1681c,1
1934,5ad5a8323367f56ba69922bb,0
1935,5ad6cefc65962201ed42308b,1
1936,5ad2bba4c077bc7009d94d7e,0
1937,5ad1a6e5b31aaa7021ed1bf4,0
1938,5ad0630bc077bc700977847c,0
1939,5ad3956becfb9e2e3aa9330c,0
1940,5ad9ccbfed624f2d75ad700d,1
1941,5ad0b3502862a62f3479038c,1
1942,5ad73aab04f3613e4878f393,1
1943,5ad7697fb5b9f21c7ab07bed,0
1944,5ad622e3f885c1360020aa14,1
1945,5ad9c89cf02a222eeb80f46a,1
1946,5ad310972862a62f34db15d7,1
1947,5ad8ac6e72ad682de781592f,0
1948,5ad2b391f4edea6f04b6746d,0
1949,5ad58fac3b7a95527268b5b1,1
1950,5ad214f6bf06f46f09cca889,0
1951,5ad6c95033694634ad30629f,0
1952,5ad73924dc9d40518b838e0b,0
1953,5ad6a0d59b89de032c30cf62,0
1954,5ad8438e0b5c27551ce2b829,0
1955,5ad2e13eb31aaa702120321d,0
1956,5ad40844bf06f46f09198a59,1
1957,5ad1571f5fabdf47f033e0a1,0
1958,5ad7dfd69a0eb951e3ff97dc,0
1959,5ad6db7f33694634ad355dc0,0
1960,5ad4bee70ab72e2001f48a15,0
1961,5ad007ea59c9413993aa10d0,0
1962,5acff30e243cbe6a8dd00cbc,0
1963,5ad4a34661acf03943ace1a4,0
1964,5ad8ae400b5c27551cfc27df,0
1965,5ad6b988d79ce5362ba4bd40,0
1966,5ad0077f0d39e8150caf9664,1
1967,5ad6c20c0393d70e9c7a2623,1
1968,5ad54c930539bf2341c5ca5b,0
1969,5ad612247610fa34a7ddfb63,1
1970,5ad51e57fcf4af3955753d4e,0
1971,5ad38e3bb31aaa702145592f,0
1972,5ad7ed33ea83315078c53253,0
1973,5ad07bfbf4edea6f045be277,1
1974,5ad735fb452b6d3f6febc533,0
1975,5ad207f3f4edea6f04a1e61f,1
1976,5ad46ed359dae01b8b00cda9,0
1977,5ad9787472ad682de7a07afd,0
1978,5ad44a9db104f87ce15a8f6a,1
1979,5ad401c4f716a54769255ace,0
1980,5ad71fcbf729e13ec36f9f16,0
1981,5ad9ead9ea15f22e1d66b5c0,0
1982,5ad0121c8471893981b89b17,1
1983,5ad5c7d48819f102818fbc0b,0
1984,5ad83c4f6eec2411b75beefd,1
1985,5ad0b48e699cc62e461cdc52,0
1986,5ad80147b5b9f21c7ac26c26,1
1987,5ad9a17245157c2f303ac67c,1
1988,5ad5fb549b89de032c185ead,0
1989,5ad8a0c6f02a222eeb4bd1bd,0
1990,5ad30b7ef716a54769fe40de,1
1991,5ad2b5a8f716a54769eb8d33,0
1992,5ad716f6f885c136004afaca,0
1993,5ad6677030fd0234a18b1623,0
1994,5ad80c21657f047d134c648d,1
1995,5ad4bcb25adedb377d670717,0
1996,5ad93a690966b92de15ae6bc,0
1997,5ad1dc2522defc47ea6b5776,0
1998,5ad60bbbd4de660e8e16c27c,1
1999,5ad72f3918a1443f74e4eaff,0
2000,5ad57f5898878c2de6335d52,1
2001,5ad2b9db699cc62e466aa9af,0
2002,5ad18154c077bc7009a61bc7,0
2003,5ad6cb0a877bb10eb13e7aaf,1
2004,5ad96f31ea15f22e1d4879c0,0
2005,5ad1e560ecfb9e2e3a5da7a3,0
2006,5ad936449137a155ff313d88,0
2007,5ad40ea42d0c2a2e3f70b44f,0
2008,5ad60e84d79ce5362b8ca5c8,1
2009,5ad48eb78883a02335e53ca2,1
2010,5ad42fdb450fbc6efe781812,0
2011,5ad3f2e82d0c2a2e3f6a38d9,0
2012,5ad71814877bb10eb15186c3,1
2013,5ada039272ad682de7c2f669,1
2014,5ad5f6c56473c702c8604b69,1
2015,5ad2c51a450fbc6efe36e861,0
2016,5ad9a30c0b5c27551c248147,0
2017,5ad2ae22450fbc6efe31c79e,0
2018,5ad4725dc3e92279038796a0,0
2019,5ad59e7c16e3c0493f1a4cae,1
2020,5ad9cce61cbf5f565cdd80c2,0
2021,5ad1633cecfb9e2e3a41be98,0
2022,5ad1bc1abf06f46f09b8cf83,0
2023,5ad82d03d0da2711f771c8ff,1
2024,5ad858910966b92de1380570,1
2025,5ad0d2880a6fa92f88a6375a,0
2026,5ad0cbf1b403447057368891,0
2027,5ad0c30d22defc47ea3f2dde,0
2028,5ad60dfe6473c702c868164e,0
2029,5ad35778bf06f46f090214a5,0
2030,5ad9d403b7252e2deeaaa0b6,1
2031,5ad9b059ea15f22e1d583128,0
2032,5ad594983b7a95527269e56c,0
2033,5ad4118864fc0b4848ed0ca9,1
2034,5ad86dbfdc59da2dcba144fb,1
2035,5ad2c76dbf06f46f09e26be7,0
2036,5ad33bda450fbc6efe5049a1,0
2037,5ad8388975c2747bcc635e9f,1
2038,5ad20b6c2e6b536f0f7736bc,0
2039,5ad71de25913f001e88fa2a9,1
2040,5ad45faf53dcab1b5757ecaf,0
2041,5ad889c472ad682de7784f73,0
2042,5ad8b9390966b92de14f83e0,0
2043,5ad5c5fa877bb10eb10f7abb,0
2044,5ad9ca40c3e6312f167439b7,0
2045,5ad8ac8bf02a222eeb4f5737,0
2046,5ad9051899cd782e23c33b78,1
2047,5ad762039a0eb951e3f3f5ff,1
2048,5acf86a39cf67938635515ce,0
2049,5ad2a0911f0ca62f3b6eaad5,0
2050,5ad308b064fc0b4848c227ec,0
2051,5ad457fed8c94f7a13de948d,0
2052,5ad1cb68b4034470575c47c5,0
2053,5ad45a6fc3e9227903820f1c,0
2054,5ad619b81af2a10286c3332c,0
2055,5ad8a481eaff502dc3d48c04,0
2056,5ad64eb633694634ad1c08ba,1
2057,5ad083dbc077bc70097ec5f5,0
2058,5ad400d3b31aaa70214f6281,0
2059,5ad9f3a32ab5fa2cef6398ba,1
2060,5ad751b89a0eb951e3eeb2a7,0
2061,5ad30ec1e1eefe489675c10b,0
2062,5ad1c60e2dbd85702adb7851,0
2063,5ad88eaa8035845523b478dc,0
2064,5ad0c3422862a62f347d1e01,0
2065,5ad97ea7fdb0032d7bb678c0,0
2066,5ad877f09137a155ff15800a,0
2067,5ad5afad75790b340fcfa16b,0
2068,5ad436e70a92ce79081cdc7e,0
2069,5ad5b957d4de660e8e023bd8,0
2070,5ad9da75c3e6312f16780067,0
2071,5ad5a82078ad5a357391c9a1,0
2072,5ad1c3efbf06f46f09ba7ead,0
2073,5ad086ab58f66b2e349067cf,1
2074,5ad2a55eb31aaa702112e771,0
2075,5ad0d5d9f716a54769a654f0,0
2076,5ad4925632f96338e49142c3,0
2077,5ad67de35d3fa40d7588a6c6,1
2078,5ad032bcb31aaa7021ab6940,0
2079,5ad700a51af2a10286e9b2f3,0
2080,5ad84d6a99cd782e23a40f91,1
2081,5ad5a3c1791f8658137ca49c,1
2082,5ad48dc78883a02335e502db,1
2083,5ad965d20966b92de1658122,0
2084,5ad0a98c2dbd85702aad867a,1
2085,5ad08b12ecfb9e2e3a230b49,0
2086,5ad9b483eaff502dc3041953,1
2087,5ad5ff9cf885c1360015f6c5,0
2088,5acff3aa5f081c394da272a5,0
2089,5ad4b697ca981438f73c15c2,0
2090,5ad75845f7f7693f1c0124cc,0
2091,5ad8289075c2747bcc5f9b1a,0
2092,5ad9cef12ab5fa2cef5a2370,0
2093,5ad2f002450fbc6efe4073dd,0
2094,5ad81bc6d0da2711f76d81e8,1
2095,5ad0cbf71f0ca62f3b2b5b2f,0
2096,5acf8362331a0b15f477594d,1
2097,5ad6fdba7610fa34a706a628,0
2098,5ad61aa42df6e90d874387d4,0
2099,5ad6f7ca587765349cd23485,0
2100,5ad5427dc69ddd3893889110,1
2101,5ad764f3f729e13ec38255a4,0
2102,5ad7803c2fc4b41d62a0e4f0,1
2103,5ad8993c45157c2f300d826e,0
2104,5ad0caae2d0c2a2e3fecb0f4,0
2105,5ad20e8c450fbc6efe2007a0,0
2106,5ad76d116eabd43e425f4e15,0
2107,5ad2174c5fabdf47f05ddb01,0
2108,5ad613f6587765349cab93ae,0
2109,5ad5cad45913f001e84d1c51,0
2110,5ad74949619cf01c741f2202,0
2111,5ad802a6dc9d40518ba3052c,0
2112,5ad608702df6e90d873da972,0
2113,5ad481ccc23b971fc7625398,0
2114,5ad45c83f26ebb7914d2deae,1
2115,5ad58b290bd7e611c0a7a1e9,0
2116,5ad49ae3c23b971fc767d2a2,0
2117,5acfb5da3ed3c3164754447b,0
2118,5ad5fb1e6473c702c8616099,0
2119,5ad6d73230fd0234a1a3920d,0
2120,5ad0b317699cc62e461c7913,1
2121,5ad700877610fa34a70766c2,0
2122,5ad4a2834758411fdaf84c69,1
2123,5ad7f7539a0eb951e3057a6d,0
2124,5ad49b1bddf5d2378211f3be,0
2125,5ad6ee0e0393d70e9c855812,0
2126,5ad34b75ecfb9e2e3a9a9b2e,0
2127,5ad05f66c077bc700976ba89,0
2128,5ad45301063a377a5871bda1,0
2129,5ad9e359ea15f22e1d64a4c9,1
2130,5ad71d3a6473c702c8986fa6,0
2131,5ad60b562df6e90d873eaf95,0
2132,5ad43150f4edea6f04fbe9b1,0
2133,5ad83f09eaff502dc3bd2ac1,1
2134,5ad3d55cbf06f46f090f88b9,0
2135,5ad0b6c62e6b536f0f3ddaa6,0
2136,5ad5b42771b9623608130b51,0
2137,5ada06ff1cbf5f565ced248b,0
2138,5ad5653d32f96338e4b2ce4c,0
2139,5ad848fa8035845523a55140,1
2140,5ad314c32dbd85702a135c70,0
2141,5ad9909cf02a222eeb73c722,1
2142,5ad9550219276a2cf4a329fa,0
2143,5ad44d6df26ebb7914cf50ad,0
2144,5ad1e696f716a54769ceb650,0
2145,5ad5501761acf03943c502c4,0
2146,5ad2b3756b4d03488a36a712,0
2147,5ad6eda3c6a9050d81cfaccc,1
2148,5acfe0315f081c394d9fd9b1,0
2149,5ad41c19ecfb9e2e3ab9d9b9,0
2150,5ad0ac72d0d3372f536e1ea5,1
2151,5ad9f6880b5c27551c394c45,0
2152,5ad9f5cd0966b92de187eeea,1
2153,5ad53f1932f96338e4a93d0b,1
2154,5ad707fa33694634ad4032f7,0
2155,5ad01f07ecfb9e2e3a0b8b58,0
2156,5ad222a12d0c2a2e3f269d24,0
2157,5ad7e69f18a1443f74002dc9,1
2158,5ad92827b7252e2dee821e26,1
2159,5ad8c5e0dc59da2dcbb6eddf,0
2160,5ad3334e2dbd85702a19ea6f,1
2161,5ad55a0ba7fc9a222bac7ae7,1
2162,5ad4507cb104f87ce15c0506,0
2163,5ad5998ecc0f66528a9fe12b,0
2164,5ad09c830a6fa92f8898d407,0
2165,5ad029162e6b536f0f1e8fe1,0
2166,5ad954a472ad682de7975d7b,0
2167,5ad8aab59137a155ff221515,0
2168,5ad172b4b54aae483e76e41e,0
2169,5ad3e6c9d0d3372f53f20a96,0
2170,5ad9dc4fe9b0c055163ed33e,0
2171,5ad343e1699cc62e46883f54,0
2172,5ad37d142e6b536f0fb96030,0
2173,5ad7ebcc6eabd43e426aec23,0
2174,5ad941fd8035845523cdcf17,0
2175,5ad556474758411fda11bf94,0
2176,5ad5b24093e1480d0d9d8f75,1
2177,5ad1c8cabf06f46f09bb871d,0
2178,5ad9f3f38035845523f90fab,1
2179,5ad75a14cb443b1c6882f210,1
2180,5ad21a08c077bc7009c7b9de,0
2181,5ad8051f619cf01c743c2b2c,0
2182,5ad360e8450fbc6efe58e036,0
2183,5ad61e1fb05c0a0ee6fc718e,0
2184,5ad1d11c64fc0b48488f3f14,0
2185,5ad0d1e2ecfb9e2e3a33d8d0,0
2186,5ad01d16f4edea6f0446aab5,0
2187,5ad767f8cf40ed5072ac3a83,0
2188,5ad8b26219276a2cf48ecb8b,0
2189,5ad35a5f699cc62e468d516b,1
2190,5ad3062a2862a62f34d8ed76,0
2191,5ad6c9d12df6e90d875c5c25,1
2192,5ad34196699cc62e4687d95e,1
2193,5ad33f36f4edea6f04d4b3ef,0
2194,5ad88e222ab5fa2cef1dc412,0
2195,5ad4edc85adedb377d6d965b,0
2196,5ad2d199c077bc7009de5371,1
2197,5ad5afcc12a8ad3538d0c7c1,1
2198,5ad607877610fa34a7da3806,0
2199,5ad6dcffb05c0a0ee6195825,0
2200,5ad9f5b6ea15f22e1d69aa68,1
2201,5ad61772877bb10eb124fe9b,0
2202,5ad43bf5b104f87ce157376f,0
2203,5ad5b0996872510c5d81fbc8,1
2204,5ad3dd46897de5476319463f,1
2205,5ad385802e6b536f0fba7af9,0
2206,5ad15e6c2e6b536f0f522a69,0
2207,5ad7e09f3c68e0506ca8d605,1
2208,5ad6b64d9f89e5032666b244,1
2209,5ad8bf66c2639b2dd9f8f67c,1
2210,5ad97d2499833e560552e0c3,0
2211,5ada0475c3e6312f1683d73d,1
2212,5ad5552561acf03943c64440,0
2213,5ad3881b64fc0b4848de0eff,0
2214,5ad908dedc59da2dcbb9a6f0,1
2215,5ad6dc5a1af2a10286e1145f,1
2216,5ad54bc3a7fc9a222ba8e843,0
2217,5ad03866f716a547698225c4,0
2218,5ad99b750966b92de1723122,1
2219,5ad71f86dc9d40518b7d50ea,1
2220,5ad9b782fef42f2ef00d20a4,0
2221,5ad9d22ec2639b2dd9276069,0
2222,5ad9c40b45157c2f3042fd35,0
2223,5ad1b286699cc62e4642fecb,0
2224,5ad756c40a35f31d812b6606,0
2225,5ad35ad1450fbc6efe571493,0
2226,5ad2d24ec077bc7009de7ac2,1
2227,5ad71e11f885c136004ca234,1
2228,5ad69a34e997750d7b2116ec,0
2229,5ad672d52df6e90d87484ad9,0
2230,5ad6da87e7772c02c273e2e0,0
2231,5ad2b613b54aae483eab9532,0
2232,5ad2b3b3e1eefe48966166a1,0
2233,5ad416512dbd85702a3cf5b0,0
2234,5ad6b39a587765349cc086dd,0
2235,5ad99afac3e6312f1669c7b6,0
2236,5ad9c2edfef42f2ef00fea06,0
2237,5ad2d1062d0c2a2e3f3ad27f,0
2238,5ad21e292862a62f34b867a3,1
2239,5ad8ad322ab5fa2cef26447a,1
2240,5ad88ba8fdb0032d7b8d93ae,0
2241,5ad02fbfe1eefe4896f5cbcb,1
2242,5ad2b440b4034470577e29d7,0
2243,5ad9e12efef42f2ef016efe4,1
2244,5ad1a734bf06f46f09b48806,0
2245,5ad0ae90e1eefe489611a29a,0
2246,5ad92db0ed624f2d7587b765,1
2247,5ad8414119276a2cf473d5fb,0
2248,5ad6a12465962201ed35aa99,1
2249,5ad7fc7bcf40ed5072bd5945,1
2250,5ad20f7b22defc47ea76d265,0
2251,5ad448f987c5a01b5d3b29c3,1
2252,5ad5612259a26f1ed561075c,0
2253,5ad627b02df6e90d8745d8d7,0
2254,5ad60d6a2df6e90d873f75f1,0
2255,5ad0421ef716a54769846a95,0
2256,5ad1ab4cbf06f46f09b55b83,0
2257,5ad6131665962201ed257778,1
2258,5ad57da7ba15b6556c604b37,1
2259,5ad9d8d2d5b3a956165ab744,0
2260,5ad2ff1ff4edea6f04c72133,0
2261,5ad0c279699cc62e462041d6,1
2262,5ad9605dc3e6312f165bd789,0
2263,5ad6170371b96236082cc245,0
2264,5ad1e8f6e1eefe4896459d70,0
2265,5ad47207e1fe5e1a4c657e46,1
2266,5ad5c655b05c0a0ee6e5a09a,0
2267,5ad887678035845523b2e4e9,0
2268,5ad1b25e0a6fa92f88c51ba8,0
2269,5ad97c39ea15f22e1d4bcc3e,1
2270,5ad17a5ce1eefe48962e0f79,0
2271,5ad48b8c61acf03943a75622,0
2272,5ad4dcefc69ddd3893815644,0
2273,5ada0c78eaff502dc31b570e,1
2274,5ad1609f0a6fa92f88b341c1,0
2275,5ad00e761f97433851c1e157,1
2276,5ad34ece2862a62f34e8c4df,0
2277,5ad20d5dbf06f46f09ca9eda,0
2278,5ad5ad2e5d42ca0bd7600b46,0
2279,5ad5cc8ec6a9050d81986e55,0
2280,5ad774071c5e4151a39f977d,0
2281,5ad74c08452b6d3f6ff149de,0
2282,5ad4c72cc69ddd38937e34b5,0
2283,5ad7ef9cd31cef1c6d86bbb3,0
2284,5ad226c4ecfb9e2e3a6d4192,1
2285,5ad0404a450fbc6efecc4144,1
2286,5ad0346c6b4d03488acbe420,0
2287,5ad394c1c077bc70090740d7,0
2288,5ad419dfb403447057be87c1,0
2289,5ad70749587765349cd5fb36,0
2290,5ad93a169137a155ff321bb4,1
2291,5ad7ffd91c5e4151a3af3043,1
2292,5ad06d52bf06f46f097fa04e,0
2293,5ad0d84958f66b2e34a3dada,0
2294,5ad5bdde877bb10eb10db692,1
2295,5ad7391886ada21d685fb207,1
2296,5ad6d9719b89de032c406a98,1
2297,5ad9fc6d0966b92de189ecd8,1
2298,5ad9c9ae99cd782e23ebff25,1
2299,5ad8257775c2747bcc5ed4e1,1
2300,5ad465aedebdd17dca2c5e6b,0
2301,5ad9fd4499cd782e23f933bd,1
2302,5ad7526ef7f7693f1cff4fc0,0
2303,5ad05ac3b54aae483e49e1fc,0
2304,5ad846cec3e6312f162b4969,0
2305,5ad60095587765349ca4a9e3,0
2306,5ad185a0b4034470574da4ff,0
2307,5ad6d8d465962201ed44f0e5,0
2308,5ad6f236afde0a35f0e0b6d6,1
2309,5ad6e7bf9b89de032c43e97c,0
2310,5ad186ba58f66b2e34b81f53,1
2311,5ad3fe206b4d03488a6f67ba,1
2312,5ad30518d0d3372f53cfe70e,1
2313,5ad36c8158f66b2e3411cb7a,0
2314,5ad737eddc9d40518b8338dc,1
2315,5ad610346473c702c868e2c6,0
2316,5ad023465fabdf47f0ffc891,0
2317,5ad6fec35d3fa40d75a84667,1
2318,5ad6fa30b05c0a0ee6207394,1
2319,5ad8a65399cd782e23b88b74,0
2320,5ad0cc1d2dbd85702ab68db9,0
2321,5ad5c9fe8819f10281903ec6,1
2322,5ad4c0c432f96338e49e2997,0
2323,5ad755f46eabd43e42584400,0
2324,5ad9a1a4b7252e2dee9efb4a,0
2325,5ad98beced624f2d759e8f9d,0
2326,5ad0d1c2897de54763a113f7,0
2327,5acfe41559c9413993a33b40,1
2328,5ad698f565962201ed339192,1
2329,5ad446f2d8c94f7a13da8ca2,1
2330,5ad031e8bf06f46f0972cce8,0
2331,5ad9da85c2639b2dd9294c45,0
2332,5ad5e218d4de660e8e0b3ea3,0
2333,5ad8cf1ff02a222eeb56bf29,0
2334,5ad6d87ec6a9050d81ca6e98,0
2335,5ad72c236eabd43e424cef0c,0
2336,5ad75dba86ada21d686a1a00,0
2337,5ad19b5364fc0b484884604c,0
2338,5ad0d29fb54aae483e659651,0
2339,5ad609e3e7772c02c250f9db,0
2340,5ad88d94b7252e2dee6e4ec8,0
2341,5ad16c445fabdf47f0387b44,1
2342,5ad57b3e0684632dc225253b,0
2343,5ad8aedcc3e6312f1643d263,0
2344,5ad2d715b31aaa70211dfc34,1
2345,5ad542a059a26f1ed5596dbf,0
2346,5ad16c076b4d03488a0032b0,0
2347,5ad7251786ada21d685ad934,0
2348,5ad6acc1877bb10eb136af5b,0
2349,5ad9fa89b7252e2deeb4ed6e,1
2350,5ad43b1b53dcab1b574f9ee0,0
2351,5ad6254be997750d7b16ff4a,1
2352,5ad0be862dbd85702ab2ccab,0
2353,5ad5a0b69ab7c15802fdb455,0
2354,5ad45391debdd17dca2829bb,0
2355,5ad1a98fb54aae483e82a3db,0
2356,5ad0d353bf06f46f09980463,0
2357,5ad756a218a1443f74ef5206,0
2358,5ad735103a912251867ba723,0
2359,5ad4b8422607f51ee130bd27,0
2360,5ad2d07a699cc62e466fb1b7,0
2361,5ad9471cc2639b2dd9060845,0
2362,5ad9f088fef42f2ef01b0bb4,0
2363,5ad32ec72d0c2a2e3f4ea9d9,1
2364,5ad725fa9a0eb951e3e3b82d,1
2365,5ad6c18b30fd0234a19d9de7,1
2366,5ad35692f4edea6f04d9d781,0
2367,5ad582e18eafdf55801bb978,1
2368,5ad6a94971b96236083dc7df,0
2369,5ad839f970ca5f54969b0478,0
2370,5ad9b6af0b5c27551c293c15,0
2371,5ad06c9558f66b2e348ad5a3,1
2372,5ad9be55dc59da2dcbdf93b9,1
2373,5ad0d3db699cc62e4624c0ad,0
2374,5ad7406a0a35f31d8124f313,0
2375,5ad8140fd0da2711f76b8b67,1
2376,5ad93f460966b92de15c1372,0
2377,5ad8600a0b5c27551ce92842,0
2378,5ad0828e6b4d03488add7275,1
2379,5ad21814ecfb9e2e3a69ab66,0
2380,5ad207972dbd85702ae9a9e1,0
2381,5ad48b30691897232fdec7b5,0
2382,5ad1e718b54aae483e8f4db8,0
2383,5ad96ccbed624f2d7596e942,1
2384,5ad9ab86e9b0c055163352ec,0
2385,5ad9b35dea15f22e1d58e89d,0
2386,5ad1fdaa2e6b536f0f740f4f,0
2387,5ad350a9d0d3372f53e03509,0
2388,5ad2c4eae1eefe48966572e1,0
2389,5ad69adc33694634ad24500c,0
2390,5ad42957e1eefe4896a5819d,1
2391,5ad028f6f4edea6f0449751c,0
2392,5ad6730e30fd0234a18b992d,0
2393,5ad054b22862a62f346441ec,0
2394,5ad32bceb31aaa702130036b,0
2395,5ad6f5730393d70e9c87308d,0
2396,5ad063b7e1eefe48960160d6,0
2397,5ad3857f897de5476315a09b,1
2398,5ad0b3f8699cc62e461cb1ec,0
2399,5ad0accb2e6b536f0f3b71fe,0
2400,5ad881a22ab5fa2cef1b0805,0
2401,5ad81e3e6eec2411b7546bba,1
2402,5ad586231dbe22761902b807,0
2403,5ad0b7dbc077bc70098a2f1b,1
2404,5ad41b822d0c2a2e3f740576,0
2405,5ad213672d0c2a2e3f22b142,0
2406,5ad9aa2a99cd782e23e4b4ff,0
2407,5ad8362dd0da2711f773f2e2,1
2408,5ad94df6ed624f2d758f70cf,1
2409,5ad0c613b40344705734f6a5,0
2410,5ad9e5d5d5b3a956165e0415,0
2411,5ad1c7efb31aaa7021f3dd79,0
2412,5ad04fc52d0c2a2e3fd0d492,0
2413,5ad2c12cc077bc7009da943b,0
2414,5ad57ad897ea1d2db7b67379,0
2415,5ad9c292b7252e2deea68cd9,1
2416,5ad9f03d9137a155ff5dbdf2,0
2417,5acff4841198a23857483abc,1
2418,5ad3673eecfb9e2e3aa18c5f,0
2419,5ad323820a6fa92f8804f320,0
2420,5ad18516b4034470574d89df,0
2421,5ad1ed6bd0d3372f53a31370,0
2422,5ad1ee1ef4edea6f049c557b,0
2423,5ad6a83e5913f001e87235d5,0
2424,5ad2a790450fbc6efe305fbf,0
2425,5ad32b34bf06f46f09f83b28,1
2426,5ad0d1d2bf06f46f0997a462,0
2427,5ad2ce812862a62f34ccfa63,0
2428,5ad84cd81cbf5f565c943367,0
2429,5ad2be0b64fc0b4848b1c458,0
2430,5ad5cb4b30fd0234a1710237,0
2431,5ad023ececfb9e2e3a0cad4d,0
2432,5ad1c7b82dbd85702adbdb35,1
2433,5ad9be15fffa605511cff170,1
2434,5ad6b09d33694634ad29fa0e,1
2435,5ad335922862a62f34e308c0,0
2436,5ad5fab1f885c136001460dc,0
2437,5ad161ed2e6b536f0f52e8d2,0
2438,5ad830f1f12d9e5490b49789,1
2439,5ad61b137610fa34a7e0a6f7,0
2440,5ad980eeed624f2d759c0ad1,0
2441,5ad6823a6473c702c87292c1,0
2442,5ad47a6ea9aad0101651a5aa,0
2443,5ad4cdbb3f91eb2236976213,0
2444,5ad0043f5f081c394da600aa,0
2445,5ad6e85e7610fa34a7017e03,0
2446,5ad009677b9a58385d13ff34,1
2447,5ad616518819f10281a517d6,0
2448,5ad7eec8cb443b1c689512e7,1
